temperature_C,pressure_bar,vibration_mm_s,flow_rate_m3_h,runtime_hrs,sensor_drift_index,failure_next_24h
943.47,5.91,2.37,1292.35,1469,0.239,0
957.8,6.72,2.91,1057.1,1180,0.338,0
1027.2,7.47,3.91,1297.07,1787,0.737,1
950.19,5.89,3.24,1147.33,1781,0.176,0
906.54,6.23,2.79,1074.69,730,0.302,0
928.9,6.51,2.79,1069.83,1938,0.211,0
1004.66,7.38,3.16,1170.19,1735,0.569,1
1014.6,5.66,2.38,1019.07,931,0.154,0
957.66,6.87,2.65,1260.49,598,0.223,0
1036.32,7.88,4.2,1153.5,1899,0.533,1
941.87,6.83,2.35,1236.36,1111,0.048,0
982.42,6.22,2.21,1120.39,1746,0.187,0
1031.06,7.23,4.35,988.0,1822,0.745,1
968.14,5.96,2.95,1091.85,1103,0.247,0
935.64,5.52,2.99,1197.65,564,0.141,0
966.83,6.84,1.56,1032.3,1065,0.133,0
926.49,6.66,1.95,1196.11,883,0.268,0
1028.46,7.53,4.18,1143.21,1978,0.626,1
1010.32,7.65,4.34,1195.58,1800,0.561,1
944.39,5.67,2.73,1017.5,202,0.297,0
933.92,6.61,1.6,1056.49,1432,0.263,0
968.38,6.35,1.15,1156.29,1865,0.346,0
976.07,6.02,2.24,1050.82,1075,0.152,0
1024.01,7.49,4.76,1112.51,1910,0.624,1
985.09,5.9,3.16,1161.0,1778,0.205,0
1008.83,7.7,3.43,1101.01,1982,0.83,1
1022.45,7.82,4.39,1216.02,1784,0.73,1
920.95,6.47,1.08,1311.68,374,0.166,0
1017.64,7.32,4.51,1117.98,1941,0.614,1
1020.8,7.19,3.45,1045.95,1925,0.583,1
965.58,5.92,3.13,1242.4,1746,0.204,0
917.23,5.82,3.13,1296.88,860,0.217,0
1007.08,7.39,4.14,1114.01,1647,0.707,1
1026.52,7.75,3.97,1268.15,1938,0.536,1
993.2,6.68,2.88,1150.11,1262,0.181,0
1021.6,7.65,3.02,1225.85,1757,0.671,1
1028.45,7.18,4.1,1244.45,1726,0.884,1
1031.61,7.73,4.15,991.31,1902,0.813,1
1018.88,7.45,4.04,1032.05,1723,0.613,1
943.08,6.24,2.59,1202.8,1237,0.279,0
956.72,6.95,2.34,1035.21,1486,0.132,0
1032.74,7.54,3.73,1114.4,1731,0.902,1
996.9,7.45,1.89,1090.14,322,0.357,0
1035.21,7.62,3.85,1134.11,1954,0.566,1
942.79,7.74,2.14,911.7,353,0.29,0
1010.26,7.86,3.33,1251.18,1712,0.697,1
927.55,6.43,2.02,1010.72,1875,0.261,0
1018.99,7.89,4.66,1024.01,1811,0.702,1
1017.69,7.73,5.06,1202.91,1901,0.711,1
1017.0,7.6,4.21,1277.98,1765,0.807,1
918.13,5.63,3.81,1124.41,960,0.165,0
991.76,6.25,2.25,1122.4,690,0.115,0
968.67,5.8,2.43,1093.82,1525,0.161,0
1012.06,7.77,3.64,1248.0,1990,0.646,1
983.59,7.19,2.71,1204.4,1848,0.141,0
925.07,6.23,3.5,1182.91,892,0.076,0
943.76,7.21,2.33,1032.76,1626,0.128,0
931.95,5.26,1.36,1098.8,1332,0.316,0
1028.94,7.76,3.89,1005.35,1811,0.575,1
971.53,6.45,1.56,1036.31,734,0.355,0
927.4,6.79,3.08,1157.91,453,0.119,0
1028.52,7.87,4.39,1102.9,1795,0.692,1
963.21,6.25,2.71,1156.56,649,0.304,0
1028.22,6.98,3.73,1170.19,1630,0.805,1
964.87,5.73,1.84,1108.92,1054,0.017,0
931.86,5.86,1.51,1019.56,1439,0.205,0
923.61,6.4,1.18,1080.74,1077,0.311,0
935.24,6.73,2.74,1087.95,1962,0.082,0
955.43,6.78,2.56,1091.3,709,0.159,0
930.93,7.22,2.73,974.88,1567,0.266,0
1010.68,7.3,4.08,1137.8,1761,0.622,1
924.81,7.58,3.94,1099.78,66,0.449,0
918.13,6.82,3.16,1021.23,1338,0.189,0
1021.51,7.31,2.54,1259.27,1799,0.747,1
957.35,5.99,2.4,1239.68,1044,0.367,0
930.65,6.85,2.15,1172.48,213,0.283,0
863.83,6.88,2.28,1286.85,1127,0.113,0
960.84,5.87,2.9,1192.3,78,0.014,0
884.82,6.7,2.33,956.88,54,0.208,0
1008.03,7.88,4.0,1204.99,1923,0.622,1
958.83,5.83,2.97,1061.15,1210,0.123,0
1031.42,7.03,4.02,1269.52,1751,0.721,1
1032.16,7.72,3.7,1108.49,1789,0.744,1
925.33,6.85,1.85,1006.54,1920,0.21,0
982.58,4.91,1.5,1029.15,1110,0.228,0
940.89,6.36,2.16,1100.06,1273,0.379,0
952.88,5.89,0.85,1330.56,1062,0.322,0
894.61,6.15,2.78,961.93,322,0.181,0
1027.17,7.93,4.13,1063.12,1682,0.521,1
951.74,6.69,2.6,1229.59,1678,0.174,0
922.2,6.57,2.31,1101.88,826,0.151,0
942.06,6.99,3.61,997.34,1675,0.257,0
921.52,6.15,1.14,1054.23,1929,0.106,0
1020.64,7.45,3.36,1097.67,1984,0.632,1
961.43,5.83,3.03,1363.24,292,0.216,0
937.68,6.24,3.01,1159.51,1928,0.048,0
1009.32,7.36,4.08,1055.36,1611,0.788,1
1013.97,7.3,5.04,1191.59,1644,0.838,1
1022.17,7.39,4.69,1151.7,1609,0.782,1
1026.29,7.25,3.75,1187.32,1988,0.62,1
943.3,5.91,3.58,942.97,1080,0.21,0
1021.25,7.73,3.81,1133.36,1923,0.453,1
976.28,7.34,2.94,1062.41,297,0.369,0
955.99,6.74,2.34,1323.7,1975,0.39,0
1019.78,7.74,4.68,1239.09,1662,0.638,1
940.76,5.88,4.51,1168.87,744,0.179,0
937.48,6.42,3.39,1197.13,802,0.191,0
966.54,6.9,3.32,1300.64,929,0.295,0
1018.72,7.74,2.07,1289.54,1719,0.656,1
881.11,5.97,3.04,1057.0,636,0.175,0
1034.86,7.5,4.07,1125.89,1724,0.767,1
944.59,6.53,3.55,1118.18,544,0.328,0
957.63,7.76,1.98,1077.35,892,0.147,0
911.12,7.47,2.29,1211.16,1773,0.448,0
992.42,8.02,4.0,1223.85,1601,0.844,1
1029.31,8.01,3.71,1128.22,1870,0.571,1
976.61,6.29,3.29,827.06,1065,0.09,0
1022.56,7.25,3.28,1132.06,1905,0.543,1
931.65,7.21,2.15,1031.79,201,0.24,0
955.97,7.09,3.14,1057.54,1923,0.176,0
1016.97,6.95,4.44,1180.11,1976,0.773,1
1014.61,7.98,4.44,1175.48,1816,0.675,1
1010.4,6.66,1.58,1208.96,165,0.156,0
931.63,5.81,2.32,1225.93,1671,0.231,0
1013.31,7.45,3.47,1176.24,1860,0.797,1
997.32,6.08,3.31,1179.59,1248,0.439,0
998.22,6.36,2.46,1065.07,1121,0.133,0
954.24,6.39,2.29,1064.01,1745,0.282,0
965.25,6.73,1.71,1061.25,1861,0.344,0
952.01,6.93,2.25,1228.91,867,0.18,0
1029.57,7.39,3.94,1146.67,1615,0.651,1
1031.61,6.76,3.11,1054.19,680,0.299,0
1030.29,7.28,3.72,1191.44,1996,0.718,1
922.72,6.19,2.6,957.78,324,0.187,0
960.31,6.71,1.56,1080.67,4,0.212,0
1021.74,7.19,4.06,1193.38,1878,0.729,1
1013.5,7.44,4.27,1077.36,1844,0.672,1
945.43,5.74,3.46,1093.79,1746,0.24,0
1014.76,7.54,4.56,1161.29,1976,0.535,1
922.77,6.41,1.74,1249.12,1192,0.151,0
901.94,6.69,2.93,1260.09,841,0.331,0
1001.58,6.73,2.48,1133.63,1502,0.118,0
935.19,6.56,3.38,1068.96,1375,0.201,0
1019.83,7.74,3.73,1104.36,1946,0.823,1
993.41,6.07,1.91,1138.52,132,0.169,0
1022.71,7.22,4.35,989.86,1674,0.636,1
907.28,6.32,2.89,1200.34,349,0.272,0
1021.93,7.37,3.51,1221.57,1678,0.569,1
1016.88,7.7,2.83,1177.57,1629,0.777,1
1019.78,7.29,3.52,1064.12,1853,0.582,1
906.85,7.36,2.15,1144.79,552,0.211,0
926.37,7.03,2.31,1096.46,1667,0.259,0
1000.1,6.93,2.27,1018.07,597,0.164,0
954.4,6.86,1.71,1072.97,522,0.272,0
1018.93,8.11,4.12,1163.94,1613,0.727,1
1022.07,6.73,4.09,1130.84,1786,0.778,1
998.46,6.91,1.91,952.28,1469,0.329,0
1031.18,7.42,3.94,1020.39,1630,0.687,1
923.73,6.41,2.45,1106.59,1804,0.351,0
968.32,5.91,2.31,1132.32,1451,0.245,0
932.55,6.21,1.9,1052.14,125,0.277,0
1004.58,7.26,5.14,1043.49,1846,0.759,1
953.61,6.39,2.19,1061.06,1704,0.049,0
919.64,6.71,1.97,1093.18,900,0.267,0
993.25,5.96,2.38,1043.11,267,0.146,0
948.33,6.65,2.87,1089.6,935,0.197,0
1018.39,8.32,3.6,1295.68,1705,0.768,1
996.43,6.5,3.85,1153.08,714,0.269,0
1030.88,7.59,3.88,1020.57,1794,0.639,1
1000.23,6.61,3.65,1260.37,1864,0.316,0
918.05,5.94,1.85,1222.27,1600,0.118,0
1008.42,7.42,3.82,1059.26,1760,0.596,1
1035.48,7.47,3.94,1041.04,1965,0.81,1
892.63,6.99,2.23,1126.26,655,0.208,0
1012.9,7.61,4.38,1114.74,1919,0.757,1
1020.31,7.42,3.97,1278.61,1948,0.747,1
947.14,7.09,2.78,1107.22,593,0.13,0
970.19,6.7,2.7,1136.25,1962,0.381,0
974.91,7.12,1.88,894.08,575,0.196,0
946.66,6.65,3.11,1057.34,634,0.317,0
1012.28,7.39,4.26,1336.52,1869,0.882,1
1033.19,7.78,4.97,1037.75,1826,0.522,1
1033.69,7.31,4.08,1150.11,1705,0.751,1
974.01,5.45,3.35,1090.27,1424,0.231,0
1035.46,7.38,4.7,1149.82,1739,0.766,1
940.72,6.76,2.41,968.85,1797,0.254,0
979.06,6.88,2.57,1065.25,1450,0.351,0
1009.59,7.47,4.28,1153.77,1936,0.659,1
970.44,5.6,1.34,1263.71,1123,0.448,0
967.46,6.52,3.6,1100.77,994,0.119,0
901.81,6.32,1.88,959.1,1654,0.295,0
924.5,6.04,2.32,1158.1,388,0.368,0
957.81,6.43,2.88,1046.62,1282,0.22,0
1040.35,7.75,3.25,1089.14,1666,0.667,1
942.11,6.47,2.49,1131.43,99,0.165,0
1033.35,7.4,3.95,1144.25,1731,0.737,1
1015.41,7.08,3.5,1221.85,1600,0.795,1
943.91,7.23,1.93,1174.6,667,0.126,0
1022.46,7.75,4.3,1079.32,1725,0.827,1
1033.53,7.26,4.72,1064.92,1898,0.661,1
1026.44,7.56,4.02,1245.61,1775,0.759,1
1027.07,7.42,4.18,985.99,1935,0.513,1
1023.54,7.64,4.01,1048.69,1889,0.784,1
913.67,5.88,3.38,1040.3,1290,0.022,0
921.55,5.76,3.66,1037.16,1440,0.119,0
959.23,7.0,2.9,1067.54,881,0.142,0
915.87,7.38,2.91,1360.25,1193,0.286,0
947.73,6.33,4.35,1161.66,742,0.278,0
964.52,7.11,2.59,998.47,269,0.109,0
1020.11,7.4,4.07,1173.81,1634,0.647,1
1024.19,7.52,4.98,1191.84,1939,0.564,1
922.18,7.3,2.77,1267.82,256,0.09,0
1020.32,7.87,3.03,1215.4,1665,0.789,1
1024.07,7.66,4.19,1301.41,1979,0.649,1
1009.57,7.94,4.03,1190.47,1927,0.809,1
1011.97,7.77,3.62,1036.41,1901,0.638,1
1013.83,7.4,3.73,1174.3,1656,0.471,1
967.72,6.57,2.06,1125.6,1957,0.29,0
934.09,5.04,1.45,1177.78,464,0.133,0
953.59,6.64,3.24,1124.53,1385,0.216,0
970.06,5.56,2.14,1184.1,1291,0.315,0
1015.61,7.29,3.33,1133.71,1912,0.67,1
945.34,5.91,3.06,1005.37,618,0.188,0
958.37,6.45,1.6,1128.99,1278,0.219,0
974.66,6.31,3.3,974.6,35,0.095,0
928.5,6.21,2.65,1090.49,1523,0.27,0
917.57,7.11,2.33,1353.04,1786,0.0,0
1012.49,7.81,4.28,946.04,1801,0.657,1
1015.97,7.98,3.23,1130.31,1693,0.915,1
944.94,6.75,2.4,1114.34,275,0.167,0
964.77,6.91,2.81,1076.14,1232,0.267,0
919.58,5.98,2.22,1117.12,1404,0.17,0
930.51,6.16,3.17,1038.84,170,0.214,0
903.1,5.49,-0.08,1212.22,1883,0.104,0
1003.83,7.9,3.78,1135.99,1976,0.648,1
907.33,6.24,4.25,1229.52,1985,0.047,0
921.05,6.63,1.93,1002.21,773,0.344,0
956.92,6.24,1.44,852.25,655,0.28,0
1007.04,6.75,1.92,1043.22,1074,0.1,0
894.0,6.03,2.17,958.79,1885,0.0,0
1013.83,7.38,3.56,1258.93,1633,0.686,1
970.09,5.93,1.87,926.06,952,0.202,0
1013.09,7.1,4.21,1037.23,1958,0.646,1
900.82,7.12,2.83,1035.89,817,0.134,0
910.87,6.85,3.05,1243.42,1046,0.341,0
1003.2,7.6,4.25,1084.17,1810,0.779,1
950.47,7.22,2.67,1120.79,596,0.129,0
1019.72,7.05,3.53,1007.04,1905,0.562,1
946.06,6.42,2.92,1000.93,1217,0.18,0
1013.33,7.32,4.06,1108.12,1819,0.648,1
1005.29,7.3,4.07,1162.11,1667,0.926,1
905.64,6.86,2.58,1069.85,281,0.117,0
943.37,7.46,2.48,1001.91,1374,0.292,0
1009.62,5.42,3.43,1018.78,1458,0.153,0
1022.89,7.44,3.74,1079.51,1992,0.63,1
1023.03,7.21,3.53,1209.55,1971,0.583,1
1021.55,7.34,4.0,1119.23,1846,0.525,1
994.3,6.45,1.61,1145.75,953,0.216,0
1022.74,7.39,4.43,1131.55,1665,0.715,1
959.77,6.81,2.23,1123.49,1443,0.327,0
936.49,7.24,3.43,1256.24,486,0.088,0
943.3,6.11,2.46,1082.88,1560,0.216,0
1009.29,6.98,3.95,1023.29,1624,0.655,1
978.66,6.63,1.96,911.75,414,0.326,0
1039.18,7.53,4.88,1223.4,1651,0.798,1
943.12,6.96,2.08,1076.81,579,0.06,0
1006.19,7.61,3.25,1225.44,1906,0.598,1
1036.69,7.41,3.86,1018.11,1721,0.673,1
1012.86,7.99,4.87,1038.94,1772,0.744,1
1010.5,7.45,3.63,1011.12,1999,0.674,1
979.48,6.42,2.73,1050.33,168,0.274,0
1014.87,7.32,2.76,1171.39,1741,0.626,1
1011.82,6.2,1.7,1129.21,265,0.247,0
1008.4,8.35,4.47,1048.06,1989,0.693,1
929.73,5.9,2.13,1028.15,1590,0.228,0
1028.49,7.27,3.15,1116.46,1627,0.513,1
961.75,6.34,2.34,900.89,172,0.134,0
933.43,6.14,2.07,1155.57,8,0.051,0
914.97,5.44,2.3,1047.36,1519,0.158,0
1029.13,7.54,3.43,1166.21,1605,0.728,1
1015.6,7.49,3.78,1086.37,1654,0.952,1
983.8,6.78,2.26,1167.7,1084,0.066,0
937.51,6.41,3.01,1154.33,508,0.088,0
981.06,5.41,1.62,1071.97,1565,0.203,0
1024.63,7.55,4.02,1126.33,1610,0.751,1
929.67,6.91,2.55,1221.67,741,0.424,0
1023.52,7.54,4.21,1168.51,1825,0.652,1
913.71,7.02,3.77,964.83,135,0.005,0
1032.01,7.34,3.43,1173.46,1893,0.56,1
986.2,6.71,2.47,1261.29,879,0.336,0
964.14,6.68,2.63,1049.01,1225,0.226,0
994.52,7.08,2.93,1145.01,1153,0.222,0
1002.77,7.47,4.14,1225.86,1821,0.598,1
1025.56,8.04,5.03,1100.51,1673,0.748,1
1020.17,7.52,4.15,1312.44,1673,0.738,1
903.3,6.43,2.33,1154.24,1880,0.321,0
912.24,7.33,1.55,1211.07,1974,0.077,0
1030.32,7.2,3.46,1091.96,1756,0.637,1
930.94,6.39,4.31,989.37,514,0.207,0
1029.29,7.54,4.25,994.92,1694,0.664,1
914.63,5.98,3.2,942.28,794,0.194,0
935.5,6.1,3.62,902.32,339,0.238,0
955.88,6.93,3.68,972.26,1019,0.218,0
1020.4,7.28,4.38,1093.04,1909,0.705,1
946.9,6.87,2.68,972.26,446,0.021,0
896.71,5.6,2.1,1031.92,88,0.133,0
938.35,5.47,2.51,1047.23,645,0.22,0
1003.96,7.82,3.83,1198.82,1767,0.793,1
915.71,6.6,2.47,939.24,599,0.23,0
936.13,6.58,3.67,998.44,1752,0.162,0
1031.19,7.58,3.72,1166.4,1864,0.618,1
1017.19,7.61,4.4,1190.76,1634,0.884,1
1016.81,7.77,4.37,1169.77,1989,0.88,1
973.02,5.73,1.39,1198.0,52,0.122,0
973.5,5.89,2.61,1047.63,1767,0.201,0
1031.13,7.45,4.14,1080.43,1685,0.571,1
1050.71,7.66,4.24,1351.09,1636,0.678,1
938.99,6.96,3.07,1132.17,522,0.316,0
1017.53,7.13,4.13,1310.26,1757,0.709,1
1035.08,7.79,3.58,1158.34,1655,0.671,1
982.45,6.3,4.14,1037.04,1580,0.082,0
1007.57,7.47,4.59,1137.44,1692,0.74,1
964.8,6.55,2.74,1177.36,500,0.071,0
1014.96,7.62,4.16,1133.77,1730,0.652,1
938.44,6.78,2.54,1069.3,928,0.234,0
1001.74,7.04,2.71,1127.92,1375,0.084,0
963.26,6.62,3.32,1072.17,729,0.106,0
1030.39,7.37,3.61,966.51,1641,0.828,1
968.2,6.44,1.5,1075.29,1024,0.124,0
1020.61,7.43,4.29,1232.85,1890,0.673,1
1026.6,7.65,3.94,1098.0,1940,0.612,1
1013.0,7.46,3.62,1104.72,1771,0.622,1
942.24,5.66,3.43,948.95,807,0.153,0
1007.15,7.6,3.79,1011.5,1974,0.72,1
927.3,6.92,3.67,1204.51,923,0.142,0
1008.75,6.43,1.46,1079.11,216,0.409,0
916.68,6.54,2.52,997.36,672,0.114,0
974.88,6.54,2.24,1194.16,1053,0.183,0
956.29,7.14,1.36,1136.52,524,0.321,0
1026.21,7.33,4.69,1211.64,1661,0.582,1
954.57,6.09,3.16,1207.5,427,0.0,0
1014.81,7.52,4.07,1199.43,1908,0.662,1
956.57,6.61,3.44,1196.79,1441,0.007,0
942.64,6.45,2.39,1127.26,1648,0.195,0
967.53,6.08,2.49,1213.79,570,0.181,0
1004.0,7.56,3.7,1233.44,1756,0.577,1
1016.12,7.2,3.7,1316.25,1901,0.711,1
935.37,6.82,2.42,952.76,1032,0.118,0
941.94,6.65,2.58,1054.03,1166,0.304,0
1022.05,7.56,4.32,1155.47,1689,0.824,1
1019.96,7.65,3.84,1125.21,1613,0.753,1
972.22,6.43,1.88,1088.35,1458,0.043,0
1025.27,7.71,4.03,1155.53,1969,0.592,1
1024.93,7.2,3.46,1090.21,1777,0.8,1
1021.9,7.62,4.28,1213.89,1668,0.67,1
925.71,6.11,3.32,1016.22,767,0.097,0
922.34,6.14,2.54,1226.87,86,0.363,0
1019.21,7.6,3.43,1123.88,1829,0.628,1
955.33,6.42,3.34,1054.23,731,0.166,0
1015.27,7.59,3.19,1194.57,1702,0.894,1
984.78,6.92,2.01,1069.82,1067,0.141,0
957.73,6.73,2.87,1253.24,1813,0.144,0
952.28,6.36,2.51,1189.49,1938,0.0,0
1030.53,7.75,4.33,1241.86,1960,0.686,1
1030.33,7.64,4.1,1151.23,1950,0.753,1
887.48,5.71,2.87,1066.88,1440,0.214,0
1009.7,7.61,4.22,1170.68,1875,0.652,1
933.25,6.4,1.92,1093.01,947,0.0,0
955.92,5.72,1.94,1107.32,32,0.279,0
955.91,6.4,3.07,1099.25,1242,0.209,0
1033.92,7.3,3.49,1189.2,1836,0.608,1
907.83,7.28,2.35,1093.51,35,0.144,0
981.42,6.52,2.7,1118.42,1721,0.189,0
1018.08,7.92,3.84,1185.27,1731,0.7,1
925.9,6.68,2.49,1073.41,1318,0.185,0
949.36,5.96,1.43,1056.16,1763,0.267,0
1030.45,7.76,3.84,1056.95,1730,0.67,1
1025.95,7.74,4.59,1071.67,1941,0.634,1
1014.65,7.4,3.83,1136.12,1844,0.784,1
928.09,6.29,2.7,1094.72,1949,0.226,0
964.37,7.65,3.53,1225.23,1301,0.315,0
957.22,7.07,1.76,1191.57,1541,0.153,0
1007.91,7.2,3.26,1085.12,1643,0.639,1
1012.83,7.4,4.19,1129.66,1967,0.772,1
945.98,7.15,1.63,1050.3,956,0.253,0
1022.83,8.01,5.0,1274.3,1765,0.838,1
982.18,5.96,2.49,1139.75,385,0.411,0
940.26,6.54,2.22,1221.21,550,0.214,0
963.19,6.61,1.09,1138.05,149,0.292,0
990.21,6.41,3.29,1054.48,1937,0.086,0
1018.29,7.87,3.2,1159.7,1621,0.878,1
925.45,5.73,2.23,1109.68,1610,0.023,0
958.66,6.7,3.08,1069.91,1621,0.095,0
1006.65,7.7,3.93,1062.82,1708,0.858,1
947.9,6.59,1.73,943.5,22,0.111,0
1021.11,7.08,4.97,961.78,1840,0.781,1
1016.78,7.02,3.85,1181.03,1939,0.644,1
953.26,6.12,2.45,1031.5,1243,0.252,0
962.45,6.67,1.97,1098.17,1902,0.207,0
958.02,6.01,2.0,1208.65,1608,0.29,0
1006.88,7.41,4.84,1062.61,1940,0.521,1
948.02,6.45,3.58,947.43,573,0.123,0
965.03,6.58,2.88,1155.01,969,0.216,0
950.63,6.71,3.0,946.35,1922,0.276,0
947.0,7.2,2.74,1031.07,1135,0.255,0
1016.93,7.21,3.85,1312.33,1952,0.762,1
1020.72,7.74,3.55,1085.73,1634,0.503,1
930.44,7.18,2.63,803.32,948,0.188,0
1018.95,7.49,3.87,1163.66,1630,0.605,1
1024.17,7.35,3.69,1120.07,1642,0.591,1
940.06,6.58,3.83,1159.18,1733,0.243,0
947.35,5.97,1.15,1066.39,1838,0.174,0
915.71,6.72,2.25,1054.18,875,0.241,0
993.67,6.42,3.61,1190.79,996,0.1,0
976.1,7.28,3.42,1032.87,737,0.132,0
942.23,7.07,2.54,1177.01,184,0.376,0
1026.02,7.34,4.2,1267.98,1678,0.539,1
952.09,6.54,1.65,1053.73,232,0.026,0
968.68,6.93,3.52,1124.25,892,0.164,0
969.43,6.29,1.84,1149.87,1256,0.0,0
1011.29,7.36,4.48,1162.67,1990,0.721,1
1006.65,7.54,4.38,1074.67,1613,0.479,1
958.4,6.41,1.64,1050.08,231,0.197,0
961.98,5.92,2.85,1150.44,1936,0.256,0
1013.9,7.95,3.16,1171.23,1889,0.733,1
1014.31,7.03,4.43,1091.74,1825,0.816,1
992.28,6.63,3.78,1139.49,1480,0.294,0
1023.47,7.38,4.15,1145.57,1868,0.848,1
1022.45,6.6,4.8,1131.87,1973,0.792,1
1023.65,6.98,3.79,1239.08,1747,0.875,1
934.95,6.65,2.27,1059.59,148,0.114,0
961.72,6.21,2.12,1069.77,1111,0.25,0
917.84,5.94,3.31,1118.61,825,0.119,0
933.72,6.61,2.5,1098.21,1366,0.159,0
960.39,6.54,1.52,1041.68,1981,0.093,0
1041.01,7.72,3.6,1103.1,1815,0.52,1
998.23,7.7,4.07,1245.27,1748,0.66,1
1023.33,7.43,4.15,1048.01,1904,0.894,1
959.48,5.75,2.73,1150.7,1623,0.135,0
1036.55,7.31,4.14,1079.68,1668,0.914,1
1011.71,7.56,4.35,987.34,1748,0.862,1
943.26,6.22,3.49,1078.46,364,0.17,0
978.15,5.81,1.84,1193.38,1582,0.148,0
1023.78,7.23,4.71,1062.06,1874,0.61,1
994.72,6.6,3.48,1084.97,902,0.244,0
962.89,6.79,2.44,1182.27,1471,0.017,0
1004.79,7.56,3.99,1147.13,1952,0.672,1
1018.95,7.14,4.43,1223.02,1645,0.642,1
1025.51,7.15,4.03,1125.29,1795,0.679,1
941.56,6.21,1.3,955.87,207,0.164,0
1022.39,7.18,3.76,1183.24,1972,0.504,1
932.91,6.42,1.82,873.09,241,0.144,0
964.03,7.11,4.19,1060.17,1234,0.377,0
1021.33,7.71,4.25,1088.45,1878,0.725,1
1035.64,7.38,3.94,1082.71,1622,0.827,1
956.66,6.52,1.86,1115.73,210,0.114,0
1017.3,7.54,4.41,1160.94,1796,0.604,1
1025.45,7.12,3.73,1068.34,1691,0.913,1
1024.56,7.54,3.77,1191.57,1845,0.672,1
946.17,6.02,2.21,1228.34,1962,0.243,0
1017.79,7.43,3.53,1262.09,1974,0.85,1
1006.43,7.26,3.1,1015.4,584,0.22,0
1010.37,6.53,1.49,933.88,1715,0.074,0
1033.22,7.15,5.18,1124.36,1791,0.824,1
958.01,6.31,1.12,1111.43,110,0.229,0
917.9,6.96,3.26,921.79,1231,0.151,0
958.88,7.02,1.7,973.71,1980,0.117,0
932.13,6.66,3.45,1032.95,1275,0.226,0
947.77,5.57,1.99,1142.05,437,0.182,0
1006.29,6.54,1.5,1274.65,1607,0.233,0
954.1,6.23,2.26,1064.07,693,0.314,0
948.12,6.26,2.31,1082.65,1718,0.27,0
935.25,6.51,2.56,1124.49,1342,0.108,0
1022.26,7.22,3.81,996.88,1995,0.676,1
965.68,6.42,3.22,977.01,1678,0.266,0
941.63,6.52,2.77,1045.38,1478,0.238,0
928.43,6.06,1.87,1120.21,1674,0.293,0
987.38,7.01,2.67,1118.71,1403,0.051,0
1025.27,7.5,4.92,1128.55,1910,0.687,1
995.04,6.31,2.99,1025.0,1282,0.223,0
1010.03,7.91,3.59,1147.49,1727,0.696,1
998.57,7.64,4.08,1224.34,1602,0.885,1
971.67,5.9,2.34,1210.65,605,0.138,0
902.06,6.18,2.92,1083.95,425,0.217,0
1016.32,6.5,2.96,1018.07,1363,0.187,0
1030.16,7.58,3.32,1213.11,1934,0.746,1
948.57,5.94,2.03,1124.39,561,0.164,0
985.18,6.72,2.48,931.8,1224,0.14,0
955.69,5.58,2.58,1065.39,254,0.184,0
1020.85,7.17,3.54,1075.92,1807,0.618,1
989.21,5.44,2.47,1082.28,47,0.241,0
1019.27,7.67,3.28,1070.74,1996,0.775,1
911.23,6.07,2.33,1045.6,858,0.165,0
1008.72,7.36,3.5,1242.82,1709,0.844,1
1006.87,7.67,4.29,1118.01,1775,0.795,1
1006.49,7.77,4.34,1078.06,1847,0.623,1
1012.35,7.37,4.45,1116.37,1631,0.663,1
1026.77,7.69,3.47,1216.44,1937,0.728,1
1030.37,7.28,3.26,1270.05,1745,0.866,1
1026.64,7.8,4.11,1129.3,1881,0.73,1
1004.3,7.39,3.48,999.86,1634,0.51,1
961.46,7.16,2.28,1159.91,86,0.257,0
930.45,7.46,0.76,1086.74,1120,0.206,0
944.75,6.01,2.18,1288.76,793,0.225,0
938.91,7.02,1.84,1221.02,1606,0.33,0
1014.27,6.89,2.52,1106.48,1586,0.323,0
952.27,7.29,2.19,1042.55,1305,0.26,0
1002.41,8.1,3.79,1066.29,1965,0.579,1
898.9,5.86,2.85,1182.68,1819,0.447,0
990.69,6.66,2.31,1063.29,1381,0.05,0
926.12,5.53,2.28,1051.71,494,0.034,0
1036.94,7.62,4.2,1199.81,1780,0.796,1
961.06,6.22,3.16,1193.47,1839,0.216,0
1012.64,7.38,3.86,1160.01,1858,0.633,1
984.86,6.71,2.92,1060.78,53,0.237,0
1002.66,6.46,1.92,1128.02,167,0.168,0
1022.15,7.75,4.48,1234.89,1661,0.665,1
960.02,7.36,2.48,1049.68,1147,0.185,0
1047.28,7.58,3.46,1177.13,1851,0.889,1
932.32,7.14,2.85,943.3,843,0.062,0
1016.36,7.15,3.92,1311.7,1882,0.657,1
994.18,6.72,2.47,1126.12,1422,0.141,0
1018.08,7.38,3.94,1109.9,1705,0.495,1
971.65,5.94,2.28,1060.25,332,0.209,0
1009.74,7.12,3.92,1276.19,1675,0.818,1
943.76,6.17,2.25,1040.55,750,0.362,0
970.5,6.34,1.65,1075.73,294,0.105,0
1020.98,6.91,4.37,1075.24,1809,0.734,1
972.6,5.92,1.86,1046.81,1936,0.228,0
992.67,6.96,1.17,1294.9,1557,0.089,0
952.8,6.52,2.07,1188.93,465,0.183,0
961.47,5.81,1.9,974.86,79,0.256,0
944.5,6.07,3.84,987.03,1830,0.0,0
957.26,5.86,2.64,847.92,1402,0.463,0
919.95,5.47,2.06,1219.42,1134,0.163,0
